Played,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Team,Opposition,HomeAway,Result,MatchPoints,Points,GF,GA,GD,W,D,L,Season,League
7,SP1,2016-10-02,Real Madrid,Eibar,1.0,1.0,D,Real Madrid,Eibar,H,D,1,15,1.0,1.0,0.0,0,1,0,2016-17,La Liga
8,SP1,2016-10-15,Betis,Real Madrid,1.0,6.0,A,Real Madrid,Betis,A,W,3,18,6.0,1.0,5.0,1,0,0,2016-17,La Liga
9,SP1,2016-10-23,Real Madrid,Ath Bilbao,2.0,1.0,H,Real Madrid,Ath Bilbao,H,W,3,21,2.0,1.0,1.0,1,0,0,2016-17,La Liga
10,SP1,2016-10-29,Alaves,Real Madrid,1.0,4.0,A,Real Madrid,Alaves,A,W,3,24,4.0,1.0,3.0,1,0,0,2016-17,La Liga
11,SP1,2016-11-06,Real Madrid,Leganes,3.0,0.0,H,Real Madrid,Leganes,H,W,3,27,3.0,0.0,3.0,1,0,0,2016-17,La Liga
12,SP1,2016-11-19,Ath Madrid,Real Madrid,0.0,3.0,A,Real Madrid,Ath Madrid,A,W,3,30,3.0,0.0,3.0,1,0,0,2016-17,La Liga
13,SP1,2016-11-26,Real Madrid,Sp Gijon,2.0,1.0,H,Real Madrid,Sp Gijon,H,W,3,33,2.0,1.0,1.0,1,0,0,2016-17,La Liga
14,SP1,2016-12-03,Barcelona,Real Madrid,1.0,1.0,D,Real Madrid,Barcelona,A,D,1,34,1.0,1.0,0.0,0,1,0,2016-17,La Liga
15,SP1,2016-12-10,Real Madrid,La Coruna,3.0,2.0,H,Real Madrid,La Coruna,H,W,3,37,3.0,2.0,1.0,1,0,0,2016-17,La Liga
16,SP1,2017-01-07,Real Madrid,Granada,5.0,0.0,H,Real Madrid,Granada,H,W,3,40,5.0,0.0,5.0,1,0,0,2016-17,La Liga
17,SP1,2017-01-15,Sevilla,Real Madrid,2.0,1.0,H,Real Madrid,Sevilla,A,L,0,40,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
18,SP1,2017-01-21,Real Madrid,Malaga,2.0,1.0,H,Real Madrid,Malaga,H,W,3,43,2.0,1.0,1.0,1,0,0,2016-17,La Liga
19,SP1,2017-01-29,Real Madrid,Sociedad,3.0,0.0,H,Real Madrid,Sociedad,H,W,3,46,3.0,0.0,3.0,1,0,0,2016-17,La Liga
20,SP1,2017-02-11,Osasuna,Real Madrid,1.0,3.0,A,Real Madrid,Osasuna,A,W,3,49,3.0,1.0,2.0,1,0,0,2016-17,La Liga
21,SP1,2017-02-18,Real Madrid,Espanol,2.0,0.0,H,Real Madrid,Espanol,H,W,3,52,2.0,0.0,2.0,1,0,0,2016-17,La Liga
22,SP1,2017-02-22,Valencia,Real Madrid,2.0,1.0,H,Real Madrid,Valencia,A,L,0,52,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
23,SP1,2017-02-26,Villarreal,Real Madrid,2.0,3.0,A,Real Madrid,Villarreal,A,W,3,55,3.0,2.0,1.0,1,0,0,2016-17,La Liga
24,SP1,2017-03-01,Real Madrid,Las Palmas,3.0,3.0,D,Real Madrid,Las Palmas,H,D,1,56,3.0,3.0,0.0,0,1,0,2016-17,La Liga
25,SP1,2017-03-04,Eibar,Real Madrid,1.0,4.0,A,Real Madrid,Eibar,A,W,3,59,4.0,1.0,3.0,1,0,0,2016-17,La Liga
26,SP1,2017-03-12,Real Madrid,Betis,2.0,1.0,H,Real Madrid,Betis,H,W,3,62,2.0,1.0,1.0,1,0,0,2016-17,La Liga
27,SP1,2017-03-18,Ath Bilbao,Real Madrid,1.0,2.0,A,Real Madrid,Ath Bilbao,A,W,3,65,2.0,1.0,1.0,1,0,0,2016-17,La Liga
28,SP1,2017-04-02,Real Madrid,Alaves,3.0,0.0,H,Real Madrid,Alaves,H,W,3,68,3.0,0.0,3.0,1,0,0,2016-17,La Liga
29,SP1,2017-04-05,Leganes,Real Madrid,2.0,4.0,A,Real Madrid,Leganes,A,W,3,71,4.0,2.0,2.0,1,0,0,2016-17,La Liga
30,SP1,2017-04-08,Real Madrid,Ath Madrid,1.0,1.0,D,Real Madrid,Ath Madrid,H,D,1,72,1.0,1.0,0.0,0,1,0,2016-17,La Liga
31,SP1,2017-04-15,Sp Gijon,Real Madrid,2.0,3.0,A,Real Madrid,Sp Gijon,A,W,3,75,3.0,2.0,1.0,1,0,0,2016-17,La Liga
32,SP1,2017-04-23,Real Madrid,Barcelona,2.0,3.0,A,Real Madrid,Barcelona,H,L,0,75,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
33,SP1,2017-04-26,La Coruna,Real Madrid,2.0,6.0,A,Real Madrid,La Coruna,A,W,3,78,6.0,2.0,4.0,1,0,0,2016-17,La Liga
34,SP1,2017-04-29,Real Madrid,Valencia,2.0,1.0,H,Real Madrid,Valencia,H,W,3,81,2.0,1.0,1.0,1,0,0,2016-17,La Liga
35,SP1,2017-05-06,Granada,Real Madrid,0.0,4.0,A,Real Madrid,Granada,A,W,3,84,4.0,0.0,4.0,1,0,0,2016-17,La Liga
36,SP1,2017-05-14,Real Madrid,Sevilla,4.0,1.0,H,Real Madrid,Sevilla,H,W,3,87,4.0,1.0,3.0,1,0,0,2016-17,La Liga
37,SP1,2017-05-17,Celta,Real Madrid,1.0,4.0,A,Real Madrid,Celta,A,W,3,90,4.0,1.0,3.0,1,0,0,2016-17,La Liga
38,SP1,2017-05-21,Malaga,Real Madrid,0.0,2.0,A,Real Madrid,Malaga,A,W,3,93,2.0,0.0,2.0,1,0,0,2016-17,La Liga
1,SP1,2016-08-20,Sevilla,Espanol,6.0,4.0,H,Sevilla,Espanol,H,W,3,3,6.0,4.0,2.0,1,0,0,2016-17,La Liga
2,SP1,2016-08-28,Villarreal,Sevilla,0.0,0.0,D,Sevilla,Villarreal,A,D,1,4,0.0,0.0,0.0,0,1,0,2016-17,La Liga
3,SP1,2016-09-10,Sevilla,Las Palmas,2.0,1.0,H,Sevilla,Las Palmas,H,W,3,7,2.0,1.0,1.0,1,0,0,2016-17,La Liga
4,SP1,2016-09-17,Eibar,Sevilla,1.0,1.0,D,Sevilla,Eibar,A,D,1,8,1.0,1.0,0.0,0,1,0,2016-17,La Liga
5,SP1,2016-09-20,Sevilla,Betis,1.0,0.0,H,Sevilla,Betis,H,W,3,11,1.0,0.0,1.0,1,0,0,2016-17,La Liga
6,SP1,2016-09-24,Ath Bilbao,Sevilla,3.0,1.0,H,Sevilla,Ath Bilbao,A,L,0,11,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
7,SP1,2016-10-01,Sevilla,Alaves,2.0,1.0,H,Sevilla,Alaves,H,W,3,14,2.0,1.0,1.0,1,0,0,2016-17,La Liga
8,SP1,2016-10-15,Leganes,Sevilla,2.0,3.0,A,Sevilla,Leganes,A,W,3,17,3.0,2.0,1.0,1,0,0,2016-17,La Liga
9,SP1,2016-10-23,Sevilla,Ath Madrid,1.0,0.0,H,Sevilla,Ath Madrid,H,W,3,20,1.0,0.0,1.0,1,0,0,2016-17,La Liga
10,SP1,2016-10-29,Sp Gijon,Sevilla,1.0,1.0,D,Sevilla,Sp Gijon,A,D,1,21,1.0,1.0,0.0,0,1,0,2016-17,La Liga
11,SP1,2016-11-06,Sevilla,Barcelona,1.0,2.0,A,Sevilla,Barcelona,H,L,0,21,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
12,SP1,2016-11-19,La Coruna,Sevilla,2.0,3.0,A,Sevilla,La Coruna,A,W,3,24,3.0,2.0,1.0,1,0,0,2016-17,La Liga
13,SP1,2016-11-26,Sevilla,Valencia,2.0,1.0,H,Sevilla,Valencia,H,W,3,27,2.0,1.0,1.0,1,0,0,2016-17,La Liga
14,SP1,2016-12-03,Granada,Sevilla,2.0,1.0,H,Sevilla,Granada,A,L,0,27,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
15,SP1,2016-12-11,Celta,Sevilla,0.0,3.0,A,Sevilla,Celta,A,W,3,30,3.0,0.0,3.0,1,0,0,2016-17,La Liga
16,SP1,2016-12-17,Sevilla,Malaga,4.0,1.0,H,Sevilla,Malaga,H,W,3,33,4.0,1.0,3.0,1,0,0,2016-17,La Liga
17,SP1,2017-01-07,Sociedad,Sevilla,0.0,4.0,A,Sevilla,Sociedad,A,W,3,36,4.0,0.0,4.0,1,0,0,2016-17,La Liga
18,SP1,2017-01-15,Sevilla,Real Madrid,2.0,1.0,H,Sevilla,Real Madrid,H,W,3,39,2.0,1.0,1.0,1,0,0,2016-17,La Liga
19,SP1,2017-01-22,Osasuna,Sevilla,3.0,4.0,A,Sevilla,Osasuna,A,W,3,42,4.0,3.0,1.0,1,0,0,2016-17,La Liga
20,SP1,2017-01-29,Espanol,Sevilla,3.0,1.0,H,Sevilla,Espanol,A,L,0,42,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
21,SP1,2017-02-05,Sevilla,Villarreal,0.0,0.0,D,Sevilla,Villarreal,H,D,1,43,0.0,0.0,0.0,0,1,0,2016-17,La Liga
22,SP1,2017-02-12,Las Palmas,Sevilla,0.0,1.0,A,Sevilla,Las Palmas,A,W,3,46,1.0,0.0,1.0,1,0,0,2016-17,La Liga
23,SP1,2017-02-18,Sevilla,Eibar,2.0,0.0,H,Sevilla,Eibar,H,W,3,49,2.0,0.0,2.0,1,0,0,2016-17,La Liga
24,SP1,2017-02-25,Betis,Sevilla,1.0,2.0,A,Sevilla,Betis,A,W,3,52,2.0,1.0,1.0,1,0,0,2016-17,La Liga
25,SP1,2017-03-02,Sevilla,Ath Bilbao,1.0,0.0,H,Sevilla,Ath Bilbao,H,W,3,55,1.0,0.0,1.0,1,0,0,2016-17,La Liga
26,SP1,2017-03-06,Alaves,Sevilla,1.0,1.0,D,Sevilla,Alaves,A,D,1,56,1.0,1.0,0.0,0,1,0,2016-17,La Liga
27,SP1,2017-03-11,Sevilla,Leganes,1.0,1.0,D,Sevilla,Leganes,H,D,1,57,1.0,1.0,0.0,0,1,0,2016-17,La Liga
28,SP1,2017-03-19,Ath Madrid,Sevilla,3.0,1.0,H,Sevilla,Ath Madrid,A,L,0,57,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
29,SP1,2017-04-02,Sevilla,Sp Gijon,0.0,0.0,D,Sevilla,Sp Gijon,H,D,1,58,0.0,0.0,0.0,0,1,0,2016-17,La Liga
30,SP1,2017-04-05,Barcelona,Sevilla,3.0,0.0,H,Sevilla,Barcelona,A,L,0,58,0.0,3.0,-3.0,0,0,1,2016-17,La Liga
31,SP1,2017-04-08,Sevilla,La Coruna,4.0,2.0,H,Sevilla,La Coruna,H,W,3,61,4.0,2.0,2.0,1,0,0,2016-17,La Liga
32,SP1,2017-04-16,Valencia,Sevilla,0.0,0.0,D,Sevilla,Valencia,A,D,1,62,0.0,0.0,0.0,0,1,0,2016-17,La Liga
33,SP1,2017-04-21,Sevilla,Granada,2.0,0.0,H,Sevilla,Granada,H,W,3,65,2.0,0.0,2.0,1,0,0,2016-17,La Liga
34,SP1,2017-04-27,Sevilla,Celta,2.0,1.0,H,Sevilla,Celta,H,W,3,68,2.0,1.0,1.0,1,0,0,2016-17,La Liga
35,SP1,2017-05-01,Malaga,Sevilla,4.0,2.0,H,Sevilla,Malaga,A,L,0,68,2.0,4.0,-2.0,0,0,1,2016-17,La Liga
36,SP1,2017-05-05,Sevilla,Sociedad,1.0,1.0,D,Sevilla,Sociedad,H,D,1,69,1.0,1.0,0.0,0,1,0,2016-17,La Liga
37,SP1,2017-05-14,Real Madrid,Sevilla,4.0,1.0,H,Sevilla,Real Madrid,A,L,0,69,1.0,4.0,-3.0,0,0,1,2016-17,La Liga
38,SP1,2017-05-20,Sevilla,Osasuna,5.0,0.0,H,Sevilla,Osasuna,H,W,3,72,5.0,0.0,5.0,1,0,0,2016-17,La Liga
1,SP1,2016-08-21,Sociedad,Real Madrid,0.0,3.0,A,Sociedad,Real Madrid,H,L,0,0,0.0,3.0,-3.0,0,0,1,2016-17,La Liga
2,SP1,2016-08-27,Osasuna,Sociedad,0.0,2.0,A,Sociedad,Osasuna,A,W,3,3,2.0,0.0,2.0,1,0,0,2016-17,La Liga
3,SP1,2016-09-09,Sociedad,Espanol,1.0,1.0,D,Sociedad,Espanol,H,D,1,4,1.0,1.0,0.0,0,1,0,2016-17,La Liga
4,SP1,2016-09-18,Villarreal,Sociedad,2.0,1.0,H,Sociedad,Villarreal,A,L,0,4,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
5,SP1,2016-09-21,Sociedad,Las Palmas,4.0,1.0,H,Sociedad,Las Palmas,H,W,3,7,4.0,1.0,3.0,1,0,0,2016-17,La Liga
6,SP1,2016-09-24,Eibar,Sociedad,2.0,0.0,H,Sociedad,Eibar,A,L,0,7,0.0,2.0,-2.0,0,0,1,2016-17,La Liga
7,SP1,2016-09-30,Sociedad,Betis,1.0,0.0,H,Sociedad,Betis,H,W,3,10,1.0,0.0,1.0,1,0,0,2016-17,La Liga
8,SP1,2016-10-16,Ath Bilbao,Sociedad,3.0,2.0,H,Sociedad,Ath Bilbao,A,L,0,10,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
9,SP1,2016-10-22,Sociedad,Alaves,3.0,0.0,H,Sociedad,Alaves,H,W,3,13,3.0,0.0,3.0,1,0,0,2016-17,La Liga
10,SP1,2016-10-28,Leganes,Sociedad,0.0,2.0,A,Sociedad,Leganes,A,W,3,16,2.0,0.0,2.0,1,0,0,2016-17,La Liga
11,SP1,2016-11-05,Sociedad,Ath Madrid,2.0,0.0,H,Sociedad,Ath Madrid,H,W,3,19,2.0,0.0,2.0,1,0,0,2016-17,La Liga
12,SP1,2016-11-20,Sp Gijon,Sociedad,1.0,3.0,A,Sociedad,Sp Gijon,A,W,3,22,3.0,1.0,2.0,1,0,0,2016-17,La Liga
13,SP1,2016-11-27,Sociedad,Barcelona,1.0,1.0,D,Sociedad,Barcelona,H,D,1,23,1.0,1.0,0.0,0,1,0,2016-17,La Liga
14,SP1,2016-12-05,La Coruna,Sociedad,5.0,1.0,H,Sociedad,La Coruna,A,L,0,23,1.0,5.0,-4.0,0,0,1,2016-17,La Liga
15,SP1,2016-12-10,Sociedad,Valencia,3.0,2.0,H,Sociedad,Valencia,H,W,3,26,3.0,2.0,1.0,1,0,0,2016-17,La Liga
16,SP1,2016-12-17,Granada,Sociedad,0.0,2.0,A,Sociedad,Granada,A,W,3,29,2.0,0.0,2.0,1,0,0,2016-17,La Liga
17,SP1,2017-01-07,Sociedad,Sevilla,0.0,4.0,A,Sociedad,Sevilla,H,L,0,29,0.0,4.0,-4.0,0,0,1,2016-17,La Liga
18,SP1,2017-01-16,Malaga,Sociedad,0.0,2.0,A,Sociedad,Malaga,A,W,3,32,2.0,0.0,2.0,1,0,0,2016-17,La Liga
19,SP1,2017-01-22,Sociedad,Celta,1.0,0.0,H,Sociedad,Celta,H,W,3,35,1.0,0.0,1.0,1,0,0,2016-17,La Liga
20,SP1,2017-01-29,Real Madrid,Sociedad,3.0,0.0,H,Sociedad,Real Madrid,A,L,0,35,0.0,3.0,-3.0,0,0,1,2016-17,La Liga
21,SP1,2017-02-05,Sociedad,Osasuna,3.0,2.0,H,Sociedad,Osasuna,H,W,3,38,3.0,2.0,1.0,1,0,0,2016-17,La Liga
22,SP1,2017-02-10,Espanol,Sociedad,1.0,2.0,A,Sociedad,Espanol,A,W,3,41,2.0,1.0,1.0,1,0,0,2016-17,La Liga
23,SP1,2017-02-19,Sociedad,Villarreal,0.0,1.0,A,Sociedad,Villarreal,H,L,0,41,0.0,1.0,-1.0,0,0,1,2016-17,La Liga
24,SP1,2017-02-24,Las Palmas,Sociedad,0.0,1.0,A,Sociedad,Las Palmas,A,W,3,44,1.0,0.0,1.0,1,0,0,2016-17,La Liga
25,SP1,2017-02-28,Sociedad,Eibar,2.0,2.0,D,Sociedad,Eibar,H,D,1,45,2.0,2.0,0.0,0,1,0,2016-17,La Liga
26,SP1,2017-03-03,Betis,Sociedad,2.0,3.0,A,Sociedad,Betis,A,W,3,48,3.0,2.0,1.0,1,0,0,2016-17,La Liga
27,SP1,2017-03-12,Sociedad,Ath Bilbao,0.0,2.0,A,Sociedad,Ath Bilbao,H,L,0,48,0.0,2.0,-2.0,0,0,1,2016-17,La Liga
28,SP1,2017-03-18,Alaves,Sociedad,1.0,0.0,H,Sociedad,Alaves,A,L,0,48,0.0,1.0,-1.0,0,0,1,2016-17,La Liga
29,SP1,2017-04-01,Sociedad,Leganes,1.0,1.0,D,Sociedad,Leganes,H,D,1,49,1.0,1.0,0.0,0,1,0,2016-17,La Liga
30,SP1,2017-04-04,Ath Madrid,Sociedad,1.0,0.0,H,Sociedad,Ath Madrid,A,L,0,49,0.0,1.0,-1.0,0,0,1,2016-17,La Liga
31,SP1,2017-04-10,Sociedad,Sp Gijon,3.0,1.0,H,Sociedad,Sp Gijon,H,W,3,52,3.0,1.0,2.0,1,0,0,2016-17,La Liga
32,SP1,2017-04-15,Barcelona,Sociedad,3.0,2.0,H,Sociedad,Barcelona,A,L,0,52,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
33,SP1,2017-04-23,Sociedad,La Coruna,1.0,0.0,H,Sociedad,La Coruna,H,W,3,55,1.0,0.0,1.0,1,0,0,2016-17,La Liga
34,SP1,2017-04-26,Valencia,Sociedad,2.0,3.0,A,Sociedad,Valencia,A,W,3,58,3.0,2.0,1.0,1,0,0,2016-17,La Liga
35,SP1,2017-04-29,Sociedad,Granada,2.0,1.0,H,Sociedad,Granada,H,W,3,61,2.0,1.0,1.0,1,0,0,2016-17,La Liga
36,SP1,2017-05-05,Sevilla,Sociedad,1.0,1.0,D,Sociedad,Sevilla,A,D,1,62,1.0,1.0,0.0,0,1,0,2016-17,La Liga
37,SP1,2017-05-14,Sociedad,Malaga,2.0,2.0,D,Sociedad,Malaga,H,D,1,63,2.0,2.0,0.0,0,1,0,2016-17,La Liga
38,SP1,2017-05-21,Celta,Sociedad,2.0,2.0,D,Sociedad,Celta,A,D,1,64,2.0,2.0,0.0,0,1,0,2016-17,La Liga
1,SP1,2016-08-21,Sp Gijon,Ath Bilbao,2.0,1.0,H,Sp Gijon,Ath Bilbao,H,W,3,3,2.0,1.0,1.0,1,0,0,2016-17,La Liga
2,SP1,2016-08-28,Alaves,Sp Gijon,0.0,0.0,D,Sp Gijon,Alaves,A,D,1,4,0.0,0.0,0.0,0,1,0,2016-17,La Liga
3,SP1,2016-09-11,Sp Gijon,Leganes,2.0,1.0,H,Sp Gijon,Leganes,H,W,3,7,2.0,1.0,1.0,1,0,0,2016-17,La Liga
4,SP1,2016-09-17,Ath Madrid,Sp Gijon,5.0,0.0,H,Sp Gijon,Ath Madrid,A,L,0,7,0.0,5.0,-5.0,0,0,1,2016-17,La Liga
5,SP1,2016-09-21,Celta,Sp Gijon,2.0,1.0,H,Sp Gijon,Celta,A,L,0,7,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
6,SP1,2016-09-24,Sp Gijon,Barcelona,0.0,5.0,A,Sp Gijon,Barcelona,H,L,0,7,0.0,5.0,-5.0,0,0,1,2016-17,La Liga
7,SP1,2016-10-01,La Coruna,Sp Gijon,2.0,1.0,H,Sp Gijon,La Coruna,A,L,0,7,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
8,SP1,2016-10-16,Sp Gijon,Valencia,1.0,2.0,A,Sp Gijon,Valencia,H,L,0,7,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
9,SP1,2016-10-22,Granada,Sp Gijon,0.0,0.0,D,Sp Gijon,Granada,A,D,1,8,0.0,0.0,0.0,0,1,0,2016-17,La Liga
10,SP1,2016-10-29,Sp Gijon,Sevilla,1.0,1.0,D,Sp Gijon,Sevilla,H,D,1,9,1.0,1.0,0.0,0,1,0,2016-17,La Liga
11,SP1,2016-11-04,Malaga,Sp Gijon,3.0,2.0,H,Sp Gijon,Malaga,A,L,0,9,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
12,SP1,2016-11-20,Sp Gijon,Sociedad,1.0,3.0,A,Sp Gijon,Sociedad,H,L,0,9,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
13,SP1,2016-11-26,Real Madrid,Sp Gijon,2.0,1.0,H,Sp Gijon,Real Madrid,A,L,0,9,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
14,SP1,2016-12-04,Sp Gijon,Osasuna,3.0,1.0,H,Sp Gijon,Osasuna,H,W,3,12,3.0,1.0,2.0,1,0,0,2016-17,La Liga
15,SP1,2016-12-11,Espanol,Sp Gijon,2.0,1.0,H,Sp Gijon,Espanol,A,L,0,12,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
16,SP1,2016-12-17,Sp Gijon,Villarreal,1.0,3.0,A,Sp Gijon,Villarreal,H,L,0,12,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
17,SP1,2017-01-07,Las Palmas,Sp Gijon,1.0,0.0,H,Sp Gijon,Las Palmas,A,L,0,12,0.0,1.0,-1.0,0,0,1,2016-17,La Liga
18,SP1,2017-01-15,Sp Gijon,Eibar,2.0,3.0,A,Sp Gijon,Eibar,H,L,0,12,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
19,SP1,2017-01-22,Betis,Sp Gijon,0.0,0.0,D,Sp Gijon,Betis,A,D,1,13,0.0,0.0,0.0,0,1,0,2016-17,La Liga
20,SP1,2017-01-29,Ath Bilbao,Sp Gijon,2.0,1.0,H,Sp Gijon,Ath Bilbao,A,L,0,13,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
21,SP1,2017-02-05,Sp Gijon,Alaves,2.0,4.0,A,Sp Gijon,Alaves,H,L,0,13,2.0,4.0,-2.0,0,0,1,2016-17,La Liga
22,SP1,2017-02-12,Leganes,Sp Gijon,0.0,2.0,A,Sp Gijon,Leganes,A,W,3,16,2.0,0.0,2.0,1,0,0,2016-17,La Liga
23,SP1,2017-02-18,Sp Gijon,Ath Madrid,1.0,4.0,A,Sp Gijon,Ath Madrid,H,L,0,16,1.0,4.0,-3.0,0,0,1,2016-17,La Liga
24,SP1,2017-02-26,Sp Gijon,Celta,1.0,1.0,D,Sp Gijon,Celta,H,D,1,17,1.0,1.0,0.0,0,1,0,2016-17,La Liga
25,SP1,2017-03-01,Barcelona,Sp Gijon,6.0,1.0,H,Sp Gijon,Barcelona,A,L,0,17,1.0,6.0,-5.0,0,0,1,2016-17,La Liga
26,SP1,2017-03-05,Sp Gijon,La Coruna,0.0,1.0,A,Sp Gijon,La Coruna,H,L,0,17,0.0,1.0,-1.0,0,0,1,2016-17,La Liga
27,SP1,2017-03-11,Valencia,Sp Gijon,1.0,1.0,D,Sp Gijon,Valencia,A,D,1,18,1.0,1.0,0.0,0,1,0,2016-17,La Liga
28,SP1,2017-03-19,Sp Gijon,Granada,3.0,1.0,H,Sp Gijon,Granada,H,W,3,21,3.0,1.0,2.0,1,0,0,2016-17,La Liga
29,SP1,2017-04-02,Sevilla,Sp Gijon,0.0,0.0,D,Sp Gijon,Sevilla,A,D,1,22,0.0,0.0,0.0,0,1,0,2016-17,La Liga
30,SP1,2017-04-05,Sp Gijon,Malaga,0.0,1.0,A,Sp Gijon,Malaga,H,L,0,22,0.0,1.0,-1.0,0,0,1,2016-17,La Liga
31,SP1,2017-04-10,Sociedad,Sp Gijon,3.0,1.0,H,Sp Gijon,Sociedad,A,L,0,22,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
32,SP1,2017-04-15,Sp Gijon,Real Madrid,2.0,3.0,A,Sp Gijon,Real Madrid,H,L,0,22,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
33,SP1,2017-04-22,Osasuna,Sp Gijon,2.0,2.0,D,Sp Gijon,Osasuna,A,D,1,23,2.0,2.0,0.0,0,1,0,2016-17,La Liga
34,SP1,2017-04-25,Sp Gijon,Espanol,1.0,1.0,D,Sp Gijon,Espanol,H,D,1,24,1.0,1.0,0.0,0,1,0,2016-17,La Liga
35,SP1,2017-04-28,Villarreal,Sp Gijon,3.0,1.0,H,Sp Gijon,Villarreal,A,L,0,24,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
36,SP1,2017-05-06,Sp Gijon,Las Palmas,1.0,0.0,H,Sp Gijon,Las Palmas,H,W,3,27,1.0,0.0,1.0,1,0,0,2016-17,La Liga
37,SP1,2017-05-14,Eibar,Sp Gijon,0.0,1.0,A,Sp Gijon,Eibar,A,W,3,30,1.0,0.0,1.0,1,0,0,2016-17,La Liga
38,SP1,2017-05-20,Sp Gijon,Betis,2.0,2.0,D,Sp Gijon,Betis,H,D,1,31,2.0,2.0,0.0,0,1,0,2016-17,La Liga
1,SP1,2016-08-22,Valencia,Las Palmas,2.0,4.0,A,Valencia,Las Palmas,H,L,0,0,2.0,4.0,-2.0,0,0,1,2016-17,La Liga
2,SP1,2016-08-27,Eibar,Valencia,1.0,0.0,H,Valencia,Eibar,A,L,0,0,0.0,1.0,-1.0,0,0,1,2016-17,La Liga
3,SP1,2016-09-11,Valencia,Betis,2.0,3.0,A,Valencia,Betis,H,L,0,0,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
4,SP1,2016-09-18,Ath Bilbao,Valencia,2.0,1.0,H,Valencia,Ath Bilbao,A,L,0,0,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
5,SP1,2016-09-22,Valencia,Alaves,2.0,1.0,H,Valencia,Alaves,H,W,3,3,2.0,1.0,1.0,1,0,0,2016-17,La Liga
6,SP1,2016-09-25,Leganes,Valencia,1.0,2.0,A,Valencia,Leganes,A,W,3,6,2.0,1.0,1.0,1,0,0,2016-17,La Liga
7,SP1,2016-10-02,Valencia,Ath Madrid,0.0,2.0,A,Valencia,Ath Madrid,H,L,0,6,0.0,2.0,-2.0,0,0,1,2016-17,La Liga
8,SP1,2016-10-16,Sp Gijon,Valencia,1.0,2.0,A,Valencia,Sp Gijon,A,W,3,9,2.0,1.0,1.0,1,0,0,2016-17,La Liga
9,SP1,2016-10-22,Valencia,Barcelona,2.0,3.0,A,Valencia,Barcelona,H,L,0,9,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
10,SP1,2016-10-31,La Coruna,Valencia,1.0,1.0,D,Valencia,La Coruna,A,D,1,10,1.0,1.0,0.0,0,1,0,2016-17,La Liga
11,SP1,2016-11-06,Celta,Valencia,2.0,1.0,H,Valencia,Celta,A,L,0,10,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
12,SP1,2016-11-20,Valencia,Granada,1.0,1.0,D,Valencia,Granada,H,D,1,11,1.0,1.0,0.0,0,1,0,2016-17,La Liga
13,SP1,2016-11-26,Sevilla,Valencia,2.0,1.0,H,Valencia,Sevilla,A,L,0,11,1.0,2.0,-1.0,0,0,1,2016-17,La Liga
14,SP1,2016-12-04,Valencia,Malaga,2.0,2.0,D,Valencia,Malaga,H,D,1,12,2.0,2.0,0.0,0,1,0,2016-17,La Liga
15,SP1,2016-12-10,Sociedad,Valencia,3.0,2.0,H,Valencia,Sociedad,A,L,0,12,2.0,3.0,-1.0,0,0,1,2016-17,La Liga
16,SP1,2017-01-09,Osasuna,Valencia,3.0,3.0,D,Valencia,Osasuna,A,D,1,13,3.0,3.0,0.0,0,1,0,2016-17,La Liga
17,SP1,2017-01-15,Valencia,Espanol,2.0,1.0,H,Valencia,Espanol,H,W,3,16,2.0,1.0,1.0,1,0,0,2016-17,La Liga
18,SP1,2017-01-21,Villarreal,Valencia,0.0,2.0,A,Valencia,Villarreal,A,W,3,19,2.0,0.0,2.0,1,0,0,2016-17,La Liga
19,SP1,2017-01-30,Las Palmas,Valencia,3.0,1.0,H,Valencia,Las Palmas,A,L,0,19,1.0,3.0,-2.0,0,0,1,2016-17,La Liga
